"","KEGG_ID","Human1_ID","Irreversible_Human1","Irreversible.Old","Irreversible","Fil.Irreversible","Pathway","RN","Reaction_formula","C_in","C_out","C_in_name","C_out_name","M_name","Human1.EQUATION","KEGG.EC","Rhea","Gene_symbol_HSA","Human1.ECNumber","Human1.Ensembl","Human1.Symbol","New_KEGG_Symbol","Final.EC","Final.Symbol","RHEA_ID","Reactome_ID","Reactants_SL","Products_SL","SL_change","Reactome_SL","Final_SL","Final_SL_abbr","SL.confirmed","Note","is_core_pathway","Transporter_Class","Is.transport.reaction","is.reaction.group","Reaction.group.Note","is.newly.added.nucleotide.metabolism","is.nucleotide.metabolism","KEGG_module_ids","KEGG_module_names","BDRL_id","C_in_v1.1","C_out_v1.1"
"BDRL_M_2165","R08182","MAR00406","TRUE","FALSE","FALSE","TRUE","Biosynthesis of unsaturated fatty acids","rn01040","C03595 + C00001 <=> C00010 + C03242","C03595_c + C00001_c","C00010_c + C03242_c","8,11,14-Eicosatrienoyl-CoA + H2O","CoA + Dihomo-gamma-linolenate","8,11,14-Eicosatrienoyl-CoA + H2O = CoA + Dihomo-gamma-linolenate","dihomo-gamma-linolenoyl-CoA[c] + H2O[c] => CoA[c] + dihomo-gamma-linolenate[c] + H+[c]","3.1.2.2",NA,"ACOT2;ACOT7;THEM4;ACOT4;THEM5;BAAT;ACOT1","3.1.2.2","ENSG00000184227 or ENSG00000097021 or ENSG00000136881 or ENSG00000112304 or ENSG00000159445","ACOT1 or ACOT7 or BAAT or ACOT13 or THEM4","ACOT2;ACOT7;THEM4;ACOT4;THEM5;BAAT;ACOT1","3.1.2.2","ACOT1;ACOT7;BAAT;ACOT13;THEM4","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2165","C03595_c + C00001_c","C00010_c + C03242_c"
"BDRL_M_2166","R08183","MAR00410","TRUE","FALSE","FALSE","TRUE","Biosynthesis of unsaturated fatty acids","rn01040","C02249 + C00001 <=> C00010 + C00219","C02249_c + C00001_c","C00010_c + C00219_c","Arachidonyl-CoA + H2O","CoA + Arachidonate","Arachidonyl-CoA + H2O = CoA + Arachidonate","arachidonyl-CoA[c] + H2O[c] => arachidonate[c] + CoA[c] + H+[c]","3.1.2.2",NA,"ACOT2;ACOT7;THEM4;ACOT4;THEM5;BAAT;ACOT1","3.1.2.2","ENSG00000184227 or ENSG00000097021 or ENSG00000136881 or ENSG00000112304 or ENSG00000159445","ACOT1 or ACOT7 or BAAT or ACOT13 or THEM4","ACOT2;ACOT7;THEM4;ACOT4;THEM5;BAAT;ACOT1","3.1.2.2","ACOT1;ACOT7;BAAT;ACOT13;THEM4","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2166","C02249_c + C00001_c","C00010_c + C00219_c"
"BDRL_M_2167","R08183","MAR03015","TRUE","FALSE","FALSE","TRUE","Biosynthesis of unsaturated fatty acids","rn01040","C02249 + C00001 <=> C00010 + C00219","C02249_x + C00001_x","C00010_x + C00219_x","Arachidonyl-CoA + H2O","CoA + Arachidonate","Arachidonyl-CoA + H2O = CoA + Arachidonate","arachidonyl-CoA[x] + H2O[x] => arachidonate[x] + CoA[x] + H+[x]","3.1.2.2",NA,"ACOT2;ACOT7;THEM4;ACOT4;THEM5;BAAT;ACOT1","3.1.2.2;3.1.2.22","ENSG00000097021 or ENSG00000119673 or ENSG00000131238 or ENSG00000136881 or ENSG00000177465 or ENSG00000184227 or ENSG00000205669 or ENSG00000221988 or ENSG00000241404","ACOT7 or ACOT2 or PPT1 or BAAT or ACOT4 or ACOT1 or ACOT6 or PPT2 or EGFL8","ACOT2;ACOT7;THEM4;ACOT4;THEM5;BAAT;ACOT1","3.1.2.2;3.1.2.22","ACOT7;ACOT2;PPT1;BAAT;ACOT4;ACOT1;ACOT6;PPT2;EGFL8","","","x","x","x","","Peroxisome","x","Y","","Y","","N","N","","0","0","","","BDRL_M_2167","C02249_x + C00001_x","C00010_x + C00219_x"
"BDRL_M_2168","R08193","MAR04631","TRUE","TRUE","FALSE","TRUE","Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Biosynthesis of nucleotide sugars","rn00520;rn01100;rn01250","C00357 <=> C04501","C00357_c","C04501_c","N-Acetyl-D-glucosamine 6-phosphate","N-Acetyl-alpha-D-glucosamine 1-phosphate","N-Acetyl-D-glucosamine 6-phosphate = N-Acetyl-alpha-D-glucosamine 1-phosphate","N-acetylglucosamine-6-phosphate[c] => N-acetylglucosamine-1-phosphate[c]","5.4.2.3","23807","PGM3","5.4.2.3","ENSG00000013375","PGM3","PGM3","5.4.2.3","PGM3","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","M00892","UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc","BDRL_M_2168","C00357_c","C04501_c"
"BDRL_M_2169","R08198","MAR00719","TRUE","TRUE","FALSE","TRUE","","","C02630 + C00003 <=> C00026 + C00004 + C00080","C00026_c + C00004_c + C00080_c","C02630_c + C00003_c","2-Oxoglutarate + NADH + H+","2-Hydroxyglutarate + NAD+"," 2-Oxoglutarate + NADH + H+ = 2-Hydroxyglutarate + NAD+ ","AKG[c] + H+[c] + NADH[c] => 2-hydroxyglutarate[c] + NAD+[c]","1.1.1.95","13452","PHGDH","1.1.1.95","ENSG00000092621","PHGDH","PHGDH","1.1.1.95","PHGDH","13449","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2169","C00026_c + C00004_c + C00080_c","C02630_c + C00003_c"
"BDRL_M_2170","R08208","MAR08739","TRUE","TRUE","FALSE","TRUE","Folate biosynthesis;Metabolic pathways;Biosynthesis of cofactors","rn00790;rn01100;rn01240","C00272 + 2 C00006 <=> C03684 + 2 C00005 + 2 C00080","C03684_n + C00005_n + C00080_n","C00272_n + C00006_n","6-Pyruvoyltetrahydropterin + NADPH + H+","Tetrahydrobiopterin + NADP+"," 6-Pyruvoyltetrahydropterin + NADPH + H+ = Tetrahydrobiopterin + NADP+ ","6-pyruvoyltetrahydropterin[n] + 2 H+[n] + 2 NADPH[n] => 2 NADP+[n] + tetrahydrobiopterin[n]","1.1.1.153","32630","TACR1","1.1.1.153","ENSG00000116096","SPR","SPR","1.1.1.153","SPR","32627","","n","n","n","","Nucleus","n","Y","","Y","","N","N","","0","0","M00842","Tetrahydrobiopterin biosynthesis, GTP => BH4","BDRL_M_2170","C03684_n + C00005_n + C00080_n","C00272_n + C00006_n"
"BDRL_M_2171","R08208","MAR04165","FALSE","TRUE","FALSE","FALSE","Folate biosynthesis;Metabolic pathways;Biosynthesis of cofactors","rn00790;rn01100;rn01240","C00272 + 2 C00006 <=> C03684 + 2 C00005 + 2 C00080","C03684_c + C00005_c + C00080_c","C00272_c + C00006_c","6-Pyruvoyltetrahydropterin + NADPH + H+","Tetrahydrobiopterin + NADP+"," 6-Pyruvoyltetrahydropterin + NADPH + H+ = Tetrahydrobiopterin + NADP+ ","6-pyruvoyltetrahydropterin[c] + 2 H+[c] + 2 NADPH[c] <=> 2 NADP+[c] + tetrahydrobiopterin[c]","1.1.1.153","32630","TACR1","1.1.1.153","ENSG00000116096","SPR","SPR","1.1.1.153","SPR","32627","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","M00842","Tetrahydrobiopterin biosynthesis, GTP => BH4","BDRL_M_2171","C03684_c + C00005_c + C00080_c","C00272_c + C00006_c"
"BDRL_M_2172","R08218","",NA,NA,"FALSE","TRUE","Aminoacyl-tRNA biosynthesis","rn00970","C00002 + C00065 + C16636 <=> C00020 + C00013 + C06481","C00002_c + C00065_c + C16636_c","C00020_c + C00013_c + C06481_c","ATP + L-Serine + tRNA(Sec)","AMP + Diphosphate + L-Seryl-tRNA(Sec)","ATP + L-Serine + tRNA(Sec) = AMP + Diphosphate + L-Seryl-tRNA(Sec)","","6.1.1.11","42583","SARS2;SARS1","","","","SARS2;SARS1","6.1.1.11","SARS2;SARS1","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2172","C00002_c + C00065_c + C16636_c","C00020_c + C00013_c + C06481_c"
"BDRL_M_2173","R08223","",NA,NA,"FALSE","TRUE","Selenocompound metabolism;Aminoacyl-tRNA biosynthesis","rn00450;rn00970","C06481 + C00002 <=> C16638 + C00008","C06481_c + C00002_c","C16638_c + C00008_c","L-Seryl-tRNA(Sec) + ATP","O-Phosphoseryl-tRNA(Sec) + ADP","L-Seryl-tRNA(Sec) + ATP = O-Phosphoseryl-tRNA(Sec) + ADP","","2.7.1.164","25040","PSTK","","","","PSTK","2.7.1.164","PSTK","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2173","C06481_c + C00002_c","C16638_c + C00008_c"
"BDRL_M_2174","R08224","",NA,NA,"FALSE","TRUE","Selenocompound metabolism;Aminoacyl-tRNA biosynthesis;Metabolic pathways","rn00450;rn00970;rn01100","C16638 + C05172 + C00001 <=> C06482 + 2 C00009","C16638_r + C05172_r + C00001_r","C06482_r + C00009_r","O-Phosphoseryl-tRNA(Sec) + Selenophosphoric acid + H2O","L-Selenocysteinyl-tRNA(Sec) + Orthophosphate","O-Phosphoseryl-tRNA(Sec) + Selenophosphoric acid + H2O = L-Selenocysteinyl-tRNA(Sec) + Orthophosphate","","2.9.1.2","25044","SEPSECS","","","","SEPSECS","2.9.1.2","SEPSECS","","","","","","","Endoplasmic Reticulum","r","N","","Y","","N","N","","0","0","","","BDRL_M_2174","C16638_r + C05172_r + C00001_r","C06482_r + C00009_r"
"BDRL_M_2175","R08229","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C07649 + C00620 <=> C16633 + C00009","C07649_c + C00620_c","C16633_c + C00009_c","5-FU + alpha-D-Ribose 1-phosphate","5-Fluorouridine + Orthophosphate","5-FU + alpha-D-Ribose 1-phosphate = 5-Fluorouridine + Orthophosphate","","2.4.2.3",NA,"UPP2;UPP1","","","","UPP2;UPP1","2.4.2.3","UPP2;UPP1","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2175","C07649_c + C00620_c","C16633_c + C00009_c"
"BDRL_M_2176","R08230","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C07649 + C00672 <=> C11736 + C00009","C07649_c + C00672_c","C11736_c + C00009_c","5-FU + 2-Deoxy-D-ribose 1-phosphate","5-Fluorodeoxyuridine + Orthophosphate","5-FU + 2-Deoxy-D-ribose 1-phosphate = 5-Fluorodeoxyuridine + Orthophosphate","","2.4.2.4",NA,"TYMP","","","","TYMP","2.4.2.4","TYMP","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2176","C07649_c + C00672_c","C11736_c + C00009_c"
"BDRL_M_2177","R08231","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C07649 + C00119 <=> C16634 + C00013","C07649_c + C00119_c","C16634_c + C00013_c","5-FU + 5-Phospho-alpha-D-ribose 1-diphosphate","5-Fluorouridine monophosphate + Diphosphate","5-FU + 5-Phospho-alpha-D-ribose 1-diphosphate = 5-Fluorouridine monophosphate + Diphosphate","","2.4.2.10",NA,"UMPS","","","","UMPS","2.4.2.10","UMPS","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2177","C07649_c + C00119_c","C16634_c + C00013_c"
"BDRL_M_2178","R08232","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C16633 + C00002 <=> C16634 + C00008","C16633_m + C00002_m","C16634_m + C00008_m","5-Fluorouridine + ATP","5-Fluorouridine monophosphate + ADP","5-Fluorouridine + ATP = 5-Fluorouridine monophosphate + ADP","","2.7.1.48",NA,"UCKL1;UCK2;UCK1","","","","UCKL1;UCK2;UCK1","2.7.1.48","UCKL1;UCK2;UCK1","","","","","","","Mitochondria","m","Y","","Y","","N","N","","0","0","","","BDRL_M_2178","C16633_m + C00002_m","C16634_m + C00008_m"
"BDRL_M_2179","R08232","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C16633 + C00002 <=> C16634 + C00008","C16633_c + C00002_c","C16634_c + C00008_c","5-Fluorouridine + ATP","5-Fluorouridine monophosphate + ADP","5-Fluorouridine + ATP = 5-Fluorouridine monophosphate + ADP","","2.7.1.48",NA,"UCKL1;UCK2;UCK1","","","","UCKL1;UCK2;UCK1","2.7.1.48","UCKL1;UCK2;UCK1","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2179","C16633_c + C00002_c","C16634_c + C00008_c"
"BDRL_M_2180","R08233","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C11736 + C00002 <=> C04242 + C00008","C11736_c + C00002_c","C04242_c + C00008_c","5-Fluorodeoxyuridine + ATP","5-Fluorodeoxyuridine monophosphate + ADP","5-Fluorodeoxyuridine + ATP = 5-Fluorodeoxyuridine monophosphate + ADP","","2.7.1.21",NA,"TK1;TK2","","","","TK1;TK2","2.7.1.21","TK1;TK2","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2180","C11736_c + C00002_c","C04242_c + C00008_c"
"BDRL_M_2181","R08233","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C11736 + C00002 <=> C04242 + C00008","C11736_m + C00002_m","C04242_m + C00008_m","5-Fluorodeoxyuridine + ATP","5-Fluorodeoxyuridine monophosphate + ADP","5-Fluorodeoxyuridine + ATP = 5-Fluorodeoxyuridine monophosphate + ADP","","2.7.1.21",NA,"TK1;TK2","","","","TK1;TK2","2.7.1.21","TK1;TK2","","","","","","","Mitochondria","m","Y","","Y","","N","N","","0","0","","","BDRL_M_2181","C11736_m + C00002_m","C04242_m + C00008_m"
"BDRL_M_2182","R08235","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C02380 + 2 C00001 + 2 C00007 <=> C16613 + 2 C00027","C02380_c + C00001_c + C00007_c","C16613_c + C00027_c","6-Mercaptopurine + H2O + Oxygen","6-Thiourate + Hydrogen peroxide","6-Mercaptopurine + H2O + Oxygen = 6-Thiourate + Hydrogen peroxide","","1.17.3.2",NA,"XDH","","","","XDH","1.17.3.2","XDH","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2182","C02380_c + C00001_c + C00007_c","C16613_c + C00027_c"
"BDRL_M_2183","R08235","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C02380 + 2 C00001 + 2 C00007 <=> C16613 + 2 C00027","C02380_x + C00001_x + C00007_x","C16613_x + C00027_x","6-Mercaptopurine + H2O + Oxygen","6-Thiourate + Hydrogen peroxide","6-Mercaptopurine + H2O + Oxygen = 6-Thiourate + Hydrogen peroxide","","1.17.3.2",NA,"XDH","","","","XDH","1.17.3.2","XDH","","","","","","","Peroxisome","x","Y","","Y","","N","N","","0","0","","","BDRL_M_2183","C02380_x + C00001_x + C00007_x","C16613_x + C00027_x"
"BDRL_M_2184","R08236","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C02380 + C00019 <=> C16614 + C00021","C02380_c + C00019_c","C16614_c + C00021_c","6-Mercaptopurine + S-Adenosyl-L-methionine","6-Methylmercaptopurine + S-Adenosyl-L-homocysteine","6-Mercaptopurine + S-Adenosyl-L-methionine = 6-Methylmercaptopurine + S-Adenosyl-L-homocysteine","","2.1.1.67","12612","TPMT","","","","TPMT","2.1.1.67","TPMT","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2184","C02380_c + C00019_c","C16614_c + C00021_c"
"BDRL_M_2185","R08237","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C02380 + C00119 <=> C04646 + C00013","C02380_c + C00119_c","C04646_c + C00013_c","6-Mercaptopurine + 5-Phospho-alpha-D-ribose 1-diphosphate","6-Thioinosine-5'-monophosphate + Diphosphate","6-Mercaptopurine + 5-Phospho-alpha-D-ribose 1-diphosphate = 6-Thioinosine-5'-monophosphate + Diphosphate","","2.4.2.8",NA,"HPRT1","","","","HPRT1","2.4.2.8","HPRT1","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2185","C02380_c + C00119_c","C04646_c + C00013_c"
"BDRL_M_2186","R08238","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C16614 + C00119 <=> C16615 + C00013","C16614_c + C00119_c","C16615_c + C00013_c","6-Methylmercaptopurine + 5-Phospho-alpha-D-ribose 1-diphosphate","6-Methylthiopurine 5'-monophosphate ribonucleotide + Diphosphate","6-Methylmercaptopurine + 5-Phospho-alpha-D-ribose 1-diphosphate = 6-Methylthiopurine 5'-monophosphate ribonucleotide + Diphosphate","","2.4.2.8",NA,"HPRT1","","","","HPRT1","2.4.2.8","HPRT1","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2186","C16614_c + C00119_c","C16615_c + C00013_c"
"BDRL_M_2187","R08239","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C04646 + C00019 <=> C16615 + C00021","C04646_c + C00019_c","C16615_c + C00021_c","6-Thioinosine-5'-monophosphate + S-Adenosyl-L-methionine","6-Methylthiopurine 5'-monophosphate ribonucleotide + S-Adenosyl-L-homocysteine","6-Thioinosine-5'-monophosphate + S-Adenosyl-L-methionine = 6-Methylthiopurine 5'-monophosphate ribonucleotide + S-Adenosyl-L-homocysteine","","2.1.1.67",NA,"TPMT","","","","TPMT","2.1.1.67","TPMT","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2187","C04646_c + C00019_c","C16615_c + C00021_c"
"BDRL_M_2188","R08240","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C04646 + C00003 + C00001 <=> C16618 + C00004 + C00080","C04646_c + C00003_c + C00001_c","C16618_c + C00004_c + C00080_c","6-Thioinosine-5'-monophosphate + NAD+ + H2O","6-Thioxanthine 5'-monophosphate + NADH + H+","6-Thioinosine-5'-monophosphate + NAD+ + H2O = 6-Thioxanthine 5'-monophosphate + NADH + H+","","1.1.1.205",NA,"IMPDH1;IMPDH2","","","","IMPDH1;IMPDH2","1.1.1.205","IMPDH1;IMPDH2","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2188","C04646_c + C00003_c + C00001_c","C16618_c + C00004_c + C00080_c"
"BDRL_M_2189","R08243","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C16617 + C00001 <=> C04646 + C00013","C16617_c + C00001_c","C04646_c + C00013_c","6-Mercaptopurine ribonucleoside triphosphate + H2O","6-Thioinosine-5'-monophosphate + Diphosphate","6-Mercaptopurine ribonucleoside triphosphate + H2O = 6-Thioinosine-5'-monophosphate + Diphosphate","","3.6.1.66",NA,"ITPA","","","","ITPA","3.6.1.66","ITPA","","","","","","","Cytosol","c","N","","Y","","N","N","","0","0","","","BDRL_M_2189","C16617_c + C00001_c","C04646_c + C00013_c"
"BDRL_M_2190","R08244","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C16618 + C00002 + C00064 + C00001 <=> C16619 + C00020 + C00013 + C00025","C16618_c + C00002_c + C00064_c + C00001_c","C16619_c + C00020_c + C00013_c + C00025_c","6-Thioxanthine 5'-monophosphate + ATP + L-Glutamine + H2O","6-Thioguanosine monophosphate + AMP + Diphosphate + L-Glutamate","6-Thioxanthine 5'-monophosphate + ATP + L-Glutamine + H2O = 6-Thioguanosine monophosphate + AMP + Diphosphate + L-Glutamate","","6.3.5.2",NA,"GMPS","","","","GMPS","6.3.5.2","GMPS","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2190","C16618_c + C00002_c + C00064_c + C00001_c","C16619_c + C00020_c + C00013_c + C00025_c"
"BDRL_M_2191","R08245","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C07648 + C00119 <=> C16619 + C00013","C07648_c + C00119_c","C16619_c + C00013_c","Thioguanine + 5-Phospho-alpha-D-ribose 1-diphosphate","6-Thioguanosine monophosphate + Diphosphate","Thioguanine + 5-Phospho-alpha-D-ribose 1-diphosphate = 6-Thioguanosine monophosphate + Diphosphate","","2.4.2.8",NA,"HPRT1","","","","HPRT1","2.4.2.8","HPRT1","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2191","C07648_c + C00119_c","C16619_c + C00013_c"
"BDRL_M_2192","R08246","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C16619 + C00019 <=> C16620 + C00021","C16619_c + C00019_c","C16620_c + C00021_c","6-Thioguanosine monophosphate + S-Adenosyl-L-methionine","6-Methylthioguanosine monophosphate + S-Adenosyl-L-homocysteine","6-Thioguanosine monophosphate + S-Adenosyl-L-methionine = 6-Methylthioguanosine monophosphate + S-Adenosyl-L-homocysteine","","2.1.1.67",NA,"TPMT","","","","TPMT","2.1.1.67","TPMT","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2192","C16619_c + C00019_c","C16620_c + C00021_c"
"BDRL_M_2193","R08248","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C00024 + C07054 <=> C00010 + C07585","C00024_c + C07054_c","C00010_c + C07585_c","Acetyl-CoA + Isoniazid","CoA + N-Acetylisoniazid","Acetyl-CoA + Isoniazid = CoA + N-Acetylisoniazid","","2.3.1.5",NA,"SLC38A1;EIF4G2","","","","NAT2;NAT1","2.3.1.5","NAT2;NAT1","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2193","C00024_c + C07054_c","C00010_c + C07585_c"
"BDRL_M_2194","R08249","",NA,NA,"FALSE","TRUE","Drug metabolism - other enzymes","rn00983","C07585 + C00001 <=> C07447 + C07446","C07585_c + C00001_c","C07447_c + C07446_c","N-Acetylisoniazid + H2O","Acetylhydrazine + Isonicotinic acid","N-Acetylisoniazid + H2O = Acetylhydrazine + Isonicotinic acid","","3.1.1.1;3.5.1.-",NA,"CES1;CES5A;CES3","","","","CES1;CES5A;CES3;CES2","3.1.1.1;3.5.1.-","CES1;CES5A;CES3;CES2","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2194","C07585_c + C00001_c","C07447_c + C07446_c"
"BDRL_M_2195","R08250","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C00024 + C07447 <=> C00010 + C16622","C00024_c + C07447_c","C00010_c + C16622_c","Acetyl-CoA + Acetylhydrazine","CoA + N,N'-Diacetylhydrazine","Acetyl-CoA + Acetylhydrazine = CoA + N,N'-Diacetylhydrazine","","2.3.1.5",NA,"SLC38A1;EIF4G2","","","","NAT2;NAT1","2.3.1.5","NAT2;NAT1","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2195","C00024_c + C07447_c","C00010_c + C16622_c"
"BDRL_M_2196","R08251","",NA,NA,"FALSE","TRUE","Drug metabolism - other enzymes","rn00983","C07054 + C00001 <=> C07446 + C05361","C07054_c + C00001_c","C07446_c + C05361_c","Isoniazid + H2O","Isonicotinic acid + Hydrazine","Isoniazid + H2O = Isonicotinic acid + Hydrazine","","3.1.1.1;3.5.1.-",NA,"CES1;CES5A;CES3","","","","CES1;CES5A;CES3;CES2","3.1.1.1;3.5.1.-","CES1;CES5A;CES3;CES2","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2196","C07054_c + C00001_c","C07446_c + C05361_c"
"BDRL_M_2197","R08255","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C16641 + C00001 <=> C11173 + C16836","C16641_c + C00001_c","C11173_c + C16836_c","Irinotecan + H2O","SN-+ 1,4'-Bipiperidine-1'-carboxylic acid","Irinotecan + H2O = SN-38 + 1,4'-Bipiperidine-1'-carboxylic acid","","3.1.1.1",NA,"CES1;CES5A;CES3","","","","CES1;CES5A;CES3;CES2","3.1.1.1","CES1;CES5A;CES3;CES2","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2197","C16641_c + C00001_c","C11173_c + C16836_c"
"BDRL_M_2198","R08258","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C16543 + C00001 <=> C11173 + C16837","C16543_c + C00001_c","C11173_c + C16837_c","NPC + H2O","SN-+ 4-Amino-1-piperidinecarboxylic acid","NPC + H2O = SN-38 + 4-Amino-1-piperidinecarboxylic acid","","3.1.1.1",NA,"CES1;CES5A;CES3","","","","CES1;CES5A;CES3;CES2","3.1.1.1","CES1;CES5A;CES3;CES2","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_2198","C16543_c + C00001_c","C11173_c + C16837_c"
"BDRL_M_2199","R08259","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C11173 + C00167 <=> C11376 + C00015","C11173_r + C00167_r","C11376_r + C00015_r","SN-+ UDP-glucuronate","SN38 glucuronide + UDP","SN-38 + UDP-glucuronate = SN38 glucuronide + UDP","","2.4.1.17","63699","UGT2B4;UGT2A1;UGT2B28;UGT1A10;UGT1A8;UGT1A7;UGT1A6;UGT1A5;UGT1A9;UGT1A4;UGT1A1;UGT1A3;UGT2A2;UGT2B7;UGT2B10;UGT2B15;UGT2B17;UGT2A3","","","","UGT2B11;UGT2A1;UGT2B28;UGT1A10;UGT1A8;UGT1A7;UGT1A6;UGT1A5;UGT1A9;UGT1A4;UGT1A1;UGT1A3;UGT2A2;UGT2B4;UGT2B7;UGT2B10;UGT2B15;UGT2B17;UGT2A3","2.4.1.17","UGT2B11;UGT2A1;UGT2B28;UGT1A10;UGT1A8;UGT1A7;UGT1A6;UGT1A5;UGT1A9;UGT1A4;UGT1A1;UGT1A3;UGT2A2;UGT2B4;UGT2B7;UGT2B10;UGT2B15;UGT2B17;UGT2A3","","","","","","","Endoplasmic Reticulum","r","Y","","Y","","N","N","","0","0","","","BDRL_M_2199","C11173_r + C00167_r","C11376_r + C00015_r"
"BDRL_M_2200","R08260","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C11376 + C00001 <=> C11173 + C00191","C11376_e + C00001_e","C11173_e + C00191_e","SN38 glucuronide + H2O","SN-+ D-Glucuronate","SN38 glucuronide + H2O = SN-38 + D-Glucuronate","","3.2.1.31",NA,"GUSB;KL","","","","GUSB;KL","3.2.1.31","GUSB;KL","","","","","","","Extracellular Matrix","e","Y","https://www.uniprot.org/uniprot/P08236","Y","","N","N","","0","0","","","BDRL_M_2200","C11376_e + C00001_e","C11173_e + C00191_e"
"BDRL_M_2201","R08260","",NA,"FALSE","FALSE","FALSE","Drug metabolism - other enzymes","rn00983","C11376 + C00001 <=> C11173 + C00191","C11376_l + C00001_l","C11173_l + C00191_l","SN38 glucuronide + H2O","SN-+ D-Glucuronate","SN38 glucuronide + H2O = SN-38 + D-Glucuronate","","3.2.1.31",NA,"GUSB;KL","","","","GUSB;KL","3.2.1.31","GUSB;KL","","","","","","","Lysosome","l","Y","https://www.uniprot.org/uniprot/P08236","Y","","N","N","","0","0","","","BDRL_M_2201","C11376_l + C00001_l","C11173_l + C00191_l"
